Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
Matty Omega,DoctorStrange,85,292913,7,7,16,6,6,7,5,healer,purple,,3,10,,,,,,,
Matty Omega,Negasonic,67,93639,7,8,12,6,6,6,4,raider,,3,,,4,,4,4,4,4,4
Matty Omega,Electro,60,80073,7,7,11,6,6,6,4,raider,,,,2,5,,5,5,5,5,5
Matty Omega,BlackWidow,95,409795,7,8,18,6,7,7,5,striker,blue,9,,9,2,2,4,4,4,4,4
Matty Omega,EmmaFrost,95,356028,7,7,18,6,7,7,5,healer,purple,5,5,10,5,5,,,,,
Matty Omega,Scream,80,176954,7,9,15,6,7,6,4,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,StarLord,80,148429,7,7,15,6,6,6,4,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,Beast,75,137569,7,7,14,6,7,7,5,healer,blue,,2,8,,,3,3,3,3,3
Matty Omega,Magneto,90,322914,7,9,17,7,7,7,5,skirmisher,purple,3,,,9,10,,,,,
Matty Omega,Stature,54,48016,7,7,10,5,5,5,4,fortifier,,,2,,,,2,2,2,2,2
Matty Omega,Cyclops,90,244630,7,7,17,6,6,6,5,raider,blue,,,,9,1,4,4,4,4,4
Matty Omega,Ironheart,65,76248,7,7,12,5,6,6,4,fortifier,,,3,,,,3,3,3,3,3
Matty Omega,Yellowjacket,85,211794,7,9,16,6,6,6,4,skirmisher,blue,,1,,,8,3,3,3,3,3
Matty Omega,Zemo,80,149060,7,7,15,6,6,6,5,fortifier,blue,2,8,,8,,3,3,3,3,3
Matty Omega,Shatterstar,80,169093,7,7,15,7,6,7,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,Shuri,75,152641,7,8,14,6,6,6,5,healer,blue,,,9,,,4,4,4,4,4
Matty Omega,SheHulk,90,297386,7,9,17,6,7,6,5,healer,purple,,,10,,,,,,,
Matty Omega,CullObsidian,70,107053,7,7,13,6,7,6,5,striker,,4,,,,,4,4,4,4,4
Matty Omega,Yelena,65,91050,7,8,12,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Matty Omega,RedGuardian,80,145425,7,7,15,6,6,6,4,healer,blue,,2,8,,,3,3,3,3,3
Matty Omega,Longshot,80,155545,7,7,15,6,6,6,5,raider,blue,,,,8,,3,3,4,3,3
Matty Omega,Ghost,80,165613,7,8,15,6,6,7,5,healer,blue,,,7,,,2,2,2,2,2
Matty Omega,Coulson,90,260724,7,7,17,6,6,7,5,striker,blue,9,,1,,,4,4,4,4,4
Matty Omega,AntiVenom,81,178425,7,7,15,7,7,7,5,skirmisher,blue,,,8,,8,3,3,3,3,3
Matty Omega,KittyPryde,80,160888,7,7,15,6,6,6,5,healer,blue,,,8,,,3,3,3,3,3
Matty Omega,NickFury,90,271470,7,9,17,6,6,7,5,skirmisher,blue,,,7,,8,3,3,3,3,3
Matty Omega,Iceman,75,137625,7,8,14,6,6,6,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,BlackBolt,95,433222,7,7,18,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,WhiteTiger,70,91795,7,7,13,6,6,6,4,striker,,3,,,,,3,3,3,3,3
Matty Omega,Bishop,75,135962,7,7,14,6,6,7,5,striker,blue,8,,,,1,3,3,3,3,3
Matty Omega,Ultron,85,178114,7,5,16,6,7,7,5,raider,blue,6,,,8,,3,3,3,3,3
Matty Omega,InvisibleWoman,80,138803,7,7,15,6,6,6,4,healer,,,,4,,,4,4,4,4,4
Matty Omega,SilverSurfer,100,815640,7,9,19,7,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,MultipleMan,80,159730,7,7,15,6,6,7,5,healer,blue,,,8,,,3,3,3,3,3
Matty Omega,Phoenix,80,210526,7,8,15,7,7,7,5,striker,blue,7,,,,,2,2,2,2,2
Matty Omega,Sybil,100,721433,7,10,19,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Polaris,75,150290,7,9,14,6,6,6,4,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,EbonyMaw,80,181381,7,7,15,6,7,7,5,healer,blue,,,8,,,3,3,3,3,3
Matty Omega,MoonKnight,85,329238,7,9,16,6,6,7,5,raider,purple,,,,10,,,,,,
Matty Omega,PhylaVell,85,217286,7,7,16,6,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Moondragon,85,325739,7,8,16,6,6,7,5,healer,purple,,,10,,,,,,,
Matty Omega,MistyKnight,75,125018,7,7,14,6,6,6,4,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,SharonCarter,90,240183,7,7,16,7,7,7,5,striker,blue,8,,,,,4,3,4,3,4
Matty Omega,SamWilson,90,279396,7,7,17,7,7,7,5,fortifier,blue,,9,,,9,4,4,4,4,4
Matty Omega,DoctorOctopus,100,556262,7,8,18,6,7,7,5,healer,purple,,,10,,,,,,,
Matty Omega,Deathpool,95,469814,7,8,18,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,ShangChi,90,257469,7,7,17,7,7,7,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,Jubilee,85,227759,7,7,16,7,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,AdamWarlock,80,183930,7,7,15,6,7,6,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Cloak,90,246093,7,7,16,7,7,7,5,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,MariaHill,90,236222,7,7,16,7,7,7,5,healer,blue,,,8,,,3,3,3,3,3
Matty Omega,SilverSamurai,85,195999,7,7,16,6,7,6,5,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,LadyDeathstrike,100,866027,7,8,19,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Sersi,95,388340,7,7,18,7,7,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
Matty Omega,Dagger,90,251959,7,7,16,7,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Ikaris,95,461034,7,9,18,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,ColleenWing,75,128326,7,7,14,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Magik,42,26382,7,7,8,4,4,4,2,striker,,2,,,,,2,2,2,2,2
Matty Omega,ScarletSpider,85,277104,7,10,16,6,7,7,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,Doom,100,520424,7,5,19,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,GhostSpider,95,533867,7,10,18,7,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,SpiderPunk,76,143806,7,7,14,6,7,6,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,Ultimus,100,530631,7,5,18,7,6,6,5,striker,purple,10,,,,,,,,,
Matty Omega,OmegaRed,100,606757,7,8,19,7,7,7,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,KateBishop,75,124548,6,6,14,7,7,7,5,striker,blue,8,,,,,3,3,3,3,4
Matty Omega,DoctorVoodoo,50,30973,5,5,9,5,5,5,3,skirmisher,,,,,,1,1,1,1,1,1
Matty Omega,TChalla,85,166170,6,6,16,6,6,7,5,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,StrangeSupreme,90,283346,7,7,17,6,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,MorganLeFay,90,302319,7,6,17,7,8,7,6,striker,purple,10,,,8,,,,,,
Matty Omega,MadelynePryor,65,77868,6,6,12,6,6,6,5,striker,,5,,,,,5,5,5,5,5
Matty Omega,Fantomex,90,251938,7,7,17,6,7,6,5,raider,purple,,,,10,,,,,,
Matty Omega,NicoMinoru,70,111518,7,7,13,6,6,7,5,skirmisher,,,,,,5,5,5,5,5,5
Matty Omega,Wong,90,278695,7,7,17,7,6,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Gambit,100,612399,7,8,19,6,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,Sunfire,90,278757,7,8,17,6,6,6,5,striker,purple,10,,,,,,,,,
Matty Omega,Rogue,100,539021,7,5,19,8,7,7,6,striker,purple,10,,,,,,,,,
Matty Omega,JaneThor,80,139735,6,6,15,6,6,6,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Valkyrie,80,170965,7,7,15,6,6,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,VivVision,80,175827,7,7,15,6,6,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Echo,80,183603,7,8,15,6,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Hulkbuster,80,154326,6,6,15,7,6,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,SpiderWoman,70,108190,7,7,13,6,6,6,5,striker,,5,,,,,5,5,5,5,5
Matty Omega,RedHulk,97,418306,7,5,18,7,8,7,6,raider,purple,9,,,10,,,,,,
Matty Omega,SpiderWeaver,100,586580,7,8,18,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Abomination,95,337283,6,6,18,6,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,Dormammu,100,562577,7,5,19,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Morbius,36,18241,7,7,7,4,3,3,2,striker,,1,,,,,1,1,1,1,1
Matty Omega,Dazzler,90,272470,7,8,17,6,7,6,5,raider,purple,,,,10,,,,,,
Matty Omega,SpiderManNoir,100,669581,7,9,19,7,6,7,5,raider,purple,,,,12,,3,2,3,2,3
Matty Omega,AgathaHarkness,95,544488,7,7,18,7,7,7,5,skirmisher,purple,,,,,10,,,,,
Matty Omega,SpiderMan2099,85,201599,7,7,16,6,6,7,5,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,ZombieIronMan,95,316604,7,3,18,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Nakia,75,149428,7,7,14,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,Deathlok,80,154277,6,6,15,7,6,7,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,AmadeusCho,90,322346,7,8,17,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Archangel,95,338753,7,5,17,7,7,8,6,striker,purple,10,,,,,,,,,
Matty Omega,Nemesis,95,321302,6,6,18,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,MrNegative,100,580717,7,7,19,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,BlackPantherBC,75,146995,7,7,14,6,6,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,USAgent,75,134483,7,7,14,6,6,6,5,skirmisher,blue,,,,5,8,3,3,3,3,3
Matty Omega,DarkBeast,92,293609,7,7,17,7,7,7,5,skirmisher,purple,,,,,10,,,,,
Matty Omega,AbsorbingMan,75,165379,7,10,14,6,6,6,4,raider,blue,,,,8,5,3,3,3,3,3
Matty Omega,CaptainCarter,95,420657,7,7,18,7,7,7,5,healer,purple,5,5,10,5,5,,,,,
Matty Omega,Titania,75,151881,7,7,14,6,7,7,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,AgentVenom,70,104435,7,7,13,6,6,6,5,raider,,,,,5,,5,5,5,5,5
Matty Omega,CaptainAmericaWW2,80,133347,6,6,15,6,6,6,5,skirmisher,blue,4,,,,8,3,3,3,3,3
Matty Omega,UnionJack,80,158307,7,7,15,6,6,6,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,BuckyBarnes,80,162104,7,7,15,6,6,6,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Quicksilver,100,498528,7,5,18,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,IronFistOrson,95,392279,7,8,18,6,6,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Moonstone,75,150425,7,7,14,6,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Nova,100,568020,7,5,19,8,8,7,6,raider,purple,,,,10,,,,,,
Matty Omega,Firestar,90,198976,6,6,17,6,6,6,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,Apocalypse,100,905065,7,10,19,8,8,8,6,striker,purple,13,,,,,3,3,3,3,3
Matty Omega,Gwenpool,75,141663,7,7,14,6,6,6,5,striker,blue,8,,,1,,3,3,3,3,3
Matty Omega,Cosmo,85,242507,7,8,16,6,6,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Matty Omega,Korg,90,327546,7,9,17,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Vahl,100,643415,7,8,18,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,LokiTeen,85,237550,7,8,16,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,Thor_InfinityWar,85,214573,7,7,16,6,6,7,5,raider,blue,,,,9,,4,4,4,4,4
Matty Omega,KangTheConqueror,100,751611,7,10,19,7,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,StarLord_Annihilation,85,213800,7,7,16,6,6,7,5,raider,blue,,,,9,,4,4,4,4,4
Matty Omega,Sylvie,85,218432,7,7,16,6,6,7,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,SpiderManBigTime,100,350106,7,3,18,6,6,6,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,KamalaKhan,100,516243,7,7,18,7,6,7,5,skirmisher,purple,,,,,10,,,,,
Matty Omega,BlackCat,100,602037,7,6,19,8,7,8,6,striker,purple,10,,,,,,,,,
Matty Omega,GhostRiderRobbie,100,742731,7,10,19,7,7,7,5,striker,purple,10,,,10,,1,1,1,,1
Matty Omega,Photon,100,555387,7,7,18,7,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Ronin,85,246418,7,9,16,6,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,Mockingbird,85,214106,7,7,16,6,6,7,5,healer,blue,,,9,,,4,4,4,4,4
Matty Omega,BetaRayBill,85,177657,6,6,16,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
Matty Omega,IronManInfinityWar,90,252042,7,7,17,6,6,6,4,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,Darkhawk,85,203577,7,7,16,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
Matty Omega,Tigra,90,208088,6,6,17,6,6,6,5,striker,blue,9,,,,,4,5,4,4,4
Matty Omega,ZombieJuggernaut,90,201466,5,4,17,6,7,6,5,striker,purple,10,,,,,,,,,
Matty Omega,IronheartMCU,85,177954,6,6,16,7,6,6,5,skirmisher,blue,,,,,9,4,4,4,4,4
Matty Omega,GreenGoblinGlider,100,500253,7,5,18,8,7,8,6,raider,purple,,,,10,,,,,,
Matty Omega,KravenTheHunter,100,461436,7,7,18,6,7,7,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,SpiderSlayer,80,176383,7,8,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Lizard,100,484131,7,7,18,6,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,Nightcrawler,100,718923,7,9,19,7,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,Forge,100,499598,7,8,18,6,6,7,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,Sunspot,90,281764,7,8,17,6,6,7,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,SuperSkrull,100,845928,7,9,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Matty Omega,SymbioteSilverSurfer,100,642637,7,8,18,7,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,Gwenom,95,464969,7,9,18,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,RedGoblin,95,337135,6,6,18,6,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,BlackKnight,100,520582,7,4,19,7,7,7,5,fortifier,purple,,11,,,,1,1,1,1,1
Matty Omega,StarBrand,95,391740,7,7,18,6,6,7,5,raider,purple,5,5,5,10,5,,,,,
Matty Omega,CosmicGhostRider,95,402761,7,7,18,6,6,6,5,striker,purple,10,,,,,,,,,
Matty Omega,IronPatriot,100,677444,7,9,19,7,7,7,5,striker,purple,10,5,5,5,5,,,,,
Matty Omega,TheLeader,100,663707,7,8,19,7,7,7,5,striker,purple,10,5,5,5,5,,,,,
Matty Omega,PeterBParker,100,815501,7,10,19,7,6,7,5,healer,purple,,,13,,,3,3,3,3,3
Matty Omega,SpiderManPavitr,100,579266,7,8,18,6,6,7,5,striker,purple,11,,,,,1,1,1,1,1
Matty Omega,PeniParker,100,684482,7,8,19,6,6,7,5,striker,purple,13,,,,,3,3,3,3,3
Matty Omega,PandaPool,85,205538,7,7,16,6,6,6,5,skirmisher,blue,,,,,8,3,3,3,3,3
Matty Omega,OldManLogan,100,653277,7,5,19,7,7,8,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Matty Omega,Daken,85,204722,7,7,16,6,6,6,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,Northstar,85,192914,6,6,16,6,6,7,5,raider,blue,,,,9,,4,4,4,4,4
Matty Omega,Guardian,85,198272,6,6,16,6,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Matty Omega,Sasquatch,85,219906,7,7,16,6,6,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
Matty Omega,HankPym,85,195497,6,6,16,6,7,6,5,striker,blue,8,,,,,3,3,3,3,3
Matty Omega,BlackPantherShuri,85,169546,5,5,16,6,6,7,5,raider,blue,,,,8,,3,3,3,3,3
Matty Omega,Ares,85,239099,5,5,16,8,6,6,5,striker,purple,10,,,,,,,,,
Matty Omega,Gorr,100,587525,5,5,19,6,7,7,5,raider,purple,,,,11,,1,1,1,1,1
Matty Omega,Gladiator,100,588747,5,5,19,6,7,7,5,fortifier,purple,,10,,,,,,1,,
Matty Omega,ThanosEndgame,100,643267,6,5,19,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Sentinel,100,509514,4,4,19,7,6,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Blade,100,409786,3,3,18,6,7,7,5,striker,purple,10,,,,,,,,,
Matty Omega,Nimrod,100,460345,3,3,19,6,7,7,5,raider,purple,,,,10,,,,,,
Matty Omega,OmegaSentinel,85,215360,4,4,16,6,7,7,5,skirmisher,purple,,,,,10,,,,,
Matty Omega,Mephisto,100,560182,5,2,19,6,7,7,5,striker,purple,11,,,,,1,1,1,1,1
Matty Omega,Oath,80,145470,3,3,15,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
Matty Omega,ZombieScarletWitch,65,51853,2,,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Nartur Arkano,ShieldSupport_Heal,60,10881,4,4,7,3,2,,1,healer,,,,3,,,3,3,3,3,3
Nartur Arkano,SpiderMan,65,85381,7,7,12,6,6,6,5,raider,,,,,5,,5,5,5,5,5
Nartur Arkano,LukeCage,70,95709,7,7,13,6,6,6,5,healer,,,,4,,,4,4,4,4,4
Nartur Arkano,Punisher,60,60708,7,7,11,5,5,5,4,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,Elektra,65,73882,7,7,12,5,6,6,3,skirmisher,,,,,,3,3,3,3,3,3
Nartur Arkano,Crossbones,65,73302,7,7,12,6,5,5,4,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,ShieldDmg_AoE,35,4709,3,3,6,3,2,,1,,,,,,,,,,,,
Nartur Arkano,MercTank_Debuff,65,52316,6,6,12,5,5,,3,healer,,,,4,,,4,4,4,4,4
Nartur Arkano,Bullseye,50,32136,6,6,9,5,5,5,3,,,,,,,,,,,,
Nartur Arkano,JessicaJones,60,74825,7,7,11,6,6,6,4,skirmisher,,3,,,,4,4,4,4,4,4
Nartur Arkano,RavagerTank_Taunt,65,49890,5,5,12,5,5,,4,skirmisher,,,,,,4,4,4,4,4,4
Nartur Arkano,RavagerDmg_AoE,65,58060,7,5,12,5,5,,4,skirmisher,,,,,,4,4,4,4,4,4
Nartur Arkano,Wolverine,95,354437,7,7,18,6,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Nartur Arkano,ShieldTank_Stun,35,5750,4,4,6,3,2,,1,,,,,,,,,,,,
Nartur Arkano,RavagerSupport_Heal,65,61891,7,6,12,5,5,,4,healer,,,,4,,,4,4,4,4,4
Nartur Arkano,IronFist,70,80336,6,6,13,6,6,6,5,healer,,,,4,,,4,4,4,4,4
Nartur Arkano,HydraDmg_Buff,65,65049,6,5,12,7,6,,5,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,MercDmg_Single,20,1250,3,3,4,1,1,,1,,,,,,,,,,,,
Nartur Arkano,Daredevil,65,82287,7,7,12,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,Okoye,65,84257,7,7,12,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
Nartur Arkano,Nebula,65,68720,6,6,12,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
Nartur Arkano,Rhino,65,103116,7,9,12,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Nartur Arkano,Shocker,65,74973,7,7,12,5,5,5,3,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,Yondu,60,53138,7,5,10,6,6,6,4,skirmisher,,,,,,3,4,3,4,3,4
Nartur Arkano,Hulk,90,244865,7,7,17,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
Nartur Arkano,NightNurse,65,78558,7,7,12,5,6,6,4,healer,,,,5,,,5,5,5,5,5
Nartur Arkano,HydraDmg_Single,66,46746,3,3,12,7,6,,5,striker,,4,,,,,4,4,4,4,4
Nartur Arkano,ShieldSupport_Stealth,43,8963,3,3,6,4,4,,2,,,,,,,,,,,,
Nartur Arkano,HandTank_Stealth,45,18739,7,5,7,5,4,,2,,,,,,,,,,,,
Nartur Arkano,HydraSupport_Heal,70,81441,6,5,13,7,7,,5,healer,,,,5,,,5,5,5,5,5
Nartur Arkano,HandControl_HealBlock,50,19739,6,6,7,5,4,,2,,,,,,,,,,,,
Nartur Arkano,KreeSupport_HoT,60,40457,7,5,10,5,5,,3,healer,,,,3,,,3,3,3,3,3
Nartur Arkano,HandDmg_Unbuff,50,2493,3,3,4,1,1,,1,,,,,,,,,,,,
Nartur Arkano,Pyro,60,28792,7,7,8,3,3,3,2,striker,,3,,,,,3,3,3,3,3
Nartur Arkano,Ronan,50,28288,7,7,6,5,5,5,3,,,,,,,,,,,,
Nartur Arkano,Rescue,85,227216,7,7,16,6,7,7,5,healer,blue,,,9,,,4,4,4,4,4
Nartur Arkano,AntMan,60,59997,7,7,11,5,5,5,3,skirmisher,,,,,,3,3,3,3,3,3
Nartur Arkano,HandDmg_Bonus,45,10481,5,5,8,3,2,,1,,,,,,,,,,,,
Nartur Arkano,Loki,85,198543,7,7,16,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Nartur Arkano,ScarletWitch,90,298622,7,8,17,7,7,7,5,raider,blue,,,4,10,,5,5,5,5,5
Nartur Arkano,AmericaChavez,70,101099,7,7,13,6,6,6,5,striker,,4,,,,,4,4,4,4,4
Nartur Arkano,Hawkeye,65,62144,7,7,11,5,5,5,3,striker,,3,,,,,3,3,3,3,3
Nartur Arkano,Namor,95,376724,7,7,18,6,7,7,5,raider,blue,,,,9,,4,4,4,4,4
Nartur Arkano,Wasp,65,65904,7,7,12,5,5,5,3,skirmisher,,,,,,3,3,3,3,3,3
Nartur Arkano,HydraDmg_AoE,55,40383,7,6,10,5,5,,3,raider,,,,,3,,3,3,3,3,3
Nartur Arkano,Mantis,65,55836,7,7,10,5,5,5,3,healer,,,,3,,,3,3,3,3,3
Nartur Arkano,Quake,60,66538,7,9,11,5,5,5,3,skirmisher,,,,,,3,3,3,3,3,3
Nartur Arkano,Psylocke,90,260152,7,7,17,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
Nartur Arkano,Mystique,33,8574,6,6,6,3,2,2,1,,,,,,,,,,,,
Nartur Arkano,HandSupport_Heal,45,20059,6,5,8,5,4,,3,,,,,,,,,,,,
Nartur Arkano,RocketRaccoon,65,69910,7,7,12,5,5,5,3,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,HydraTank_Taunt,66,62694,5,5,12,7,6,,5,healer,,,,4,,,4,4,5,4,4
Nartur Arkano,BaronMordo,36,15040,7,7,6,4,3,3,2,,,,,,,,,,,,
Nartur Arkano,UltGreenGoblin,65,86555,7,8,12,6,6,6,4,raider,,,,,3,,3,3,3,3,3
Nartur Arkano,Vulture,90,249932,7,7,17,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
Nartur Arkano,UltSpiderMan,65,84585,7,7,12,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Nartur Arkano,Groot,65,79251,7,7,12,6,6,6,4,healer,,,,4,,,4,4,4,4,4
Nartur Arkano,KreeDmg_Speed,55,34291,6,5,10,5,5,,3,striker,,2,,,,,3,2,3,3,3
Nartur Arkano,WinterSoldier,80,166955,7,7,15,6,6,6,4,striker,blue,9,,,,,4,4,4,4,4
Nartur Arkano,ShieldDmg_Defense,55,15765,7,5,6,3,3,,3,,,,,,,,,,,,
Nartur Arkano,KreeTank_Counter,60,42097,7,5,11,5,5,,3,,,,,,,,,,,,
Nartur Arkano,Thing,80,157925,7,7,15,6,6,6,4,striker,blue,8,,,,,3,4,3,3,3
Nartur Arkano,Drax,63,70433,7,7,11,6,6,6,4,fortifier,,,3,,,,3,3,3,4,3
Nartur Arkano,KreeDmg_Offense,55,28559,6,5,9,5,5,,3,,,,,,,,,,,,
Nartur Arkano,Minerva,65,54645,7,7,9,5,5,5,4,healer,,,,4,,,4,4,4,4,4
Nartur Arkano,MsMarvel,70,77857,6,6,13,6,6,6,4,skirmisher,,,,,,3,3,3,3,3,3
Nartur Arkano,Carnage,85,237993,7,8,16,6,6,7,5,raider,blue,,,,9,,4,4,4,4,4
Nartur Arkano,Hela,65,90812,7,7,12,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,Sif,75,119856,7,7,14,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Nartur Arkano,Storm,40,12670,7,6,7,3,2,2,2,,,,,,,,,,,,
Nartur Arkano,MercDmg_General,45,12022,7,5,8,3,2,,1,,,,,,,,,,,,
Nartur Arkano,AimDmg_Speed,1,288,3,3,1,1,1,,,,,,,,,,,,,,
Nartur Arkano,KreeControl_Assist,60,40769,6,5,11,5,5,,3,skirmisher,,,,,,3,3,3,3,3,3
Nartur Arkano,Stryfe,60,37879,7,7,11,4,3,3,2,,,,,,,,,,,,
Nartur Arkano,Thanos,65,73989,6,6,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Nartur Arkano,CaptainMarvel,60,77129,7,7,11,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Nartur Arkano,Falcon,74,100648,7,7,13,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,Deadpool,85,180312,7,7,16,6,6,6,4,striker,,4,,,4,,4,4,4,4,4
Nartur Arkano,ScarletSpider,70,90812,7,5,13,6,6,6,5,raider,,,,,4,,4,4,4,4,4
Nartur Arkano,Mysterio,65,88792,7,7,12,7,6,6,4,striker,,3,,,,,4,3,3,3,4
Nartur Arkano,Magik,1,572,6,6,1,1,1,,,,,,,,,,,,,,
Nartur Arkano,Sabretooth,60,66047,7,7,11,6,6,6,4,,,,,,,,,,,,
Nartur Arkano,Korath,40,15364,5,5,7,4,4,4,2,,,,,,,,,,,,
Nartur Arkano,ShangChi,85,221748,7,8,16,7,7,7,5,raider,blue,,,,6,,1,1,1,1,1
